Date,Total Covid Cases,MURDER & NON-NEGL. MANSLAUGHTER,PETIT LARCENY,FORGERY,ROBBERY,HARRASSMENT 2,DANGEROUS WEAPONS,FELONY ASSAULT,THEFT-FRAUD,CRIMINAL TRESPASS,BURGLARY,SEX CRIMES,ARSON,ASSAULT 3 & RELATED OFFENSES,GRAND LARCENY,DANGEROUS DRUGS,RAPE,MISCELLANEOUS PENAL LAW,VEHICLE AND TRAFFIC LAWS,UNAUTHORIZED USE OF A VEHICLE,ADMINISTRATIVE CODE,CRIMINAL MISCHIEF & RELATED OF,GRAND LARCENY OF MOTOR VEHICLE,THEFT OF SERVICES,OTHER OFFENSES RELATED TO THEF,OFF. AGNST PUB ORD SENSBLTY &,OFFENSES INVOLVING FRAUD,POSSESSION OF STOLEN PROPERTY,OFFENSES AGAINST PUBLIC ADMINI,NYS LAWS-UNCLASSIFIED FELONY,BURGLAR'S TOOLS,FRAUDS,INTOXICATED & IMPAIRED DRIVING,OFFENSES AGAINST THE PERSON,PROSTITUTION & RELATED OFFENSES,OTHER STATE LAWS (NON PENAL LA,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,KIDNAPPING & RELATED OFFENSES,PETIT LARCENY OF MOTOR VEHICLE,OFFENSES AGAINST PUBLIC SAFETY,FORTUNE TELLING,GAMBLING,ANTICIPATORY OFFENSES,ALCOHOLIC BEVERAGE CONTROL LAW,FELONY SEX CRIMES,CHILD ABANDONMENT/NON SUPPORT,DISORDERLY CONDUCT,OTHER STATE LAWS,FRAUDULENT ACCOSTING,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",JOSTLING,KIDNAPPING,UNLAWFUL POSS. WEAP. ON SCHOOL,ESCAPE 3,NEW YORK CITY HEALTH CODE,ENDAN WELFARE INCOMP,NYS LAWS-UNCLASSIFIED VIOLATION,HOMICIDE-NEGLIGENT-VEHICLE,OFFENSES RELATED TO CHILDREN
09/18/2020,292,1,247,5,35,195,23,59,7,9,44,14,4,110,147,31,2,31,27,4,2,147,33,0,3,43,1,4,9,0,0,1,10,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/19/2020,216,1,207,1,26,181,13,64,2,4,34,6,1,122,90,15,5,38,22,3,1,107,29,0,2,38,4,2,15,0,0,1,8,2,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/20/2020,221,0,201,1,42,190,16,64,3,7,50,3,8,123,93,11,2,28,27,0,2,130,20,0,0,31,0,4,9,1,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
09/21/2020,559,2,233,3,29,162,16,40,12,7,64,10,4,100,110,17,2,31,14,1,0,110,29,0,0,32,1,3,11,0,0,5,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/22/2020,499,0,228,2,38,207,13,37,4,6,36,8,1,103,96,23,1,27,22,4,0,121,27,0,3,34,1,5,8,0,0,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/23/2020,613,1,238,4,35,193,20,51,5,6,31,6,0,94,80,28,1,26,26,6,4,148,26,1,2,37,3,2,19,2,0,2,3,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/24/2020,543,1,242,6,36,200,23,69,3,5,47,14,3,96,117,9,7,25,19,3,6,126,27,0,2,32,2,2,21,0,2,4,1,2,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
09/25/2020,462,1,208,4,33,197,20,78,3,6,70,15,2,119,119,20,4,29,28,4,6,152,29,0,2,40,3,2,19,4,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/26/2020,280,0,193,7,51,217,18,76,7,6,50,10,2,144,108,26,3,40,23,5,3,113,27,0,1,37,4,3,18,1,0,3,16,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/27/2020,382,2,206,3,63,180,17,77,1,5,38,14,3,161,87,16,4,35,32,2,2,128,28,0,1,37,1,3,10,0,0,2,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/28/2020,436,3,246,3,46,205,13,53,7,4,36,10,4,113,120,6,6,34,31,2,6,115,27,0,2,57,3,1,20,1,1,1,6,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09/29/2020,723,2,238,4,49,187,10,44,7,6,42,10,1,106,115,14,5,32,16,3,0,137,33,1,1,48,1,0,23,2,0,4,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
09/30/2020,605,2,246,14,39,181,21,65,6,6,46,9,1,106,103,29,2,34,18,2,3,128,39,0,0,41,10,3,13,2,0,8,2,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/01/2020,705,0,236,9,39,219,18,53,5,5,63,17,3,131,112,49,4,32,27,6,4,154,33,0,2,66,5,5,12,0,0,7,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2020,603,1,239,6,38,186,17,49,3,8,43,18,1,135,123,42,5,41,26,4,1,134,40,0,3,37,2,6,21,0,0,3,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,301,3,210,5,45,192,16,57,4,7,53,6,3,131,94,20,2,53,24,5,2,155,32,0,1,37,5,2,11,0,0,2,16,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/04/2020,335,1,181,3,44,182,9,48,1,4,36,12,2,151,61,12,4,37,19,3,2,135,30,0,3,34,2,1,11,2,2,4,11,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/05/2020,765,0,266,5,38,192,8,55,5,8,57,10,3,110,103,9,4,39,24,6,1,142,28,0,3,60,3,0,8,2,0,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/06/2020,571,0,244,4,49,200,11,62,4,8,62,5,3,104,111,32,5,39,20,4,4,137,25,2,1,59,6,4,12,2,0,2,5,5,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10/07/2020,542,1,231,9,42,190,19,50,6,4,45,15,4,115,124,43,4,37,27,3,3,144,37,0,0,48,3,5,12,2,0,2,5,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/08/2020,526,0,214,11,39,204,12,44,5,3,38,13,1,109,108,49,2,39,24,3,5,152,29,0,0,46,5,3,12,2,2,4,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/09/2020,524,1,262,6,32,162,13,39,2,5,45,11,4,126,122,44,2,39,15,3,3,116,27,0,3,51,4,2,17,1,1,4,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10/10/2020,315,1,252,6,47,199,26,72,2,9,49,11,1,138,93,23,1,40,27,3,3,141,21,0,0,37,6,0,14,0,1,3,19,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2020,281,2,201,6,50,197,14,81,1,5,30,18,5,151,88,9,3,40,20,2,1,145,24,0,3,43,3,2,17,0,1,1,11,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2020,515,1,231,4,42,141,8,64,6,5,50,9,1,102,75,7,3,19,26,5,1,96,27,0,2,43,3,3,15,1,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/2020,589,1,260,9,47,185,19,51,3,5,43,11,2,112,94,36,6,34,14,4,2,119,32,0,0,48,5,3,14,4,0,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2020,583,1,232,12,31,231,20,64,5,3,47,12,0,119,113,34,3,32,24,7,1,129,19,0,2,34,5,5,16,0,1,4,3,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2020,604,2,263,4,46,216,27,67,3,6,42,14,0,133,106,27,1,36,22,6,0,122,32,0,2,43,5,7,20,0,2,7,4,3,13,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10/16/2020,503,0,243,3,35,148,10,53,3,5,45,9,0,104,85,36,3,27,20,3,2,143,31,0,1,27,1,1,10,1,1,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2020,366,1,237,2,29,193,14,56,1,6,58,8,3,133,82,17,2,35,28,7,0,131,26,0,1,35,3,1,15,0,0,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/2020,412,3,229,1,37,200,11,69,1,5,38,14,2,150,77,6,3,30,21,3,4,131,43,0,4,38,0,4,14,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/2020,626,2,279,4,49,197,16,55,2,4,37,18,0,97,104,20,2,36,12,4,1,148,30,0,0,55,4,2,15,4,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/2020,601,0,283,8,47,204,15,57,5,4,45,13,1,129,138,26,0,29,24,5,2,153,28,2,1,57,10,4,12,4,0,6,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2020,653,3,274,12,29,203,15,63,7,7,45,10,6,141,119,48,3,34,23,3,3,123,27,0,1,46,5,4,12,2,0,3,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2020,759,4,256,8,36,184,27,63,5,9,40,12,1,121,141,26,4,32,19,3,5,130,22,0,4,42,6,3,17,1,2,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2020,601,1,277,8,44,208,19,71,2,9,59,13,2,151,133,38,4,37,25,7,1,145,24,0,4,41,6,1,18,0,0,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2020,386,1,230,5,42,219,32,80,4,9,38,13,2,129,106,13,4,45,26,3,4,117,42,0,1,27,3,1,8,1,0,2,14,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/2020,361,0,193,5,31,163,21,68,1,6,37,11,0,107,80,5,6,41,21,2,2,104,24,1,2,37,4,1,15,1,0,3,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/2020,695,3,241,2,33,169,7,55,7,9,41,12,3,106,113,6,5,34,22,4,2,134,22,0,0,48,2,1,20,1,0,5,7,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/27/2020,741,1,294,7,42,191,14,69,6,8,36,10,2,108,105,25,0,38,23,1,5,144,25,0,1,62,3,5,22,0,1,9,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2020,783,4,256,11,48,180,13,42,6,6,58,12,0,108,125,21,3,44,25,3,1,124,43,0,0,35,4,3,19,1,1,4,1,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2020,621,1,190,10,36,155,11,52,4,1,38,14,0,76,82,14,2,28,23,2,2,98,25,0,2,43,0,2,10,1,1,2,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2020,653,0,216,9,35,187,21,47,9,7,46,12,0,111,106,19,4,30,19,4,3,120,34,0,2,29,4,4,18,0,0,1,9,2,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2020,403,1,191,3,40,203,22,65,3,7,39,16,0,146,78,13,1,45,20,1,2,141,40,0,1,36,7,6,15,0,0,1,11,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11/01/2020,501,3,196,2,47,187,15,73,3,8,36,23,6,168,99,4,7,35,20,3,2,145,36,0,1,33,0,6,19,1,0,1,12,3,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2020,953,2,241,3,34,155,9,31,5,4,43,16,0,114,106,4,1,26,20,6,4,118,36,0,2,49,5,2,18,2,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,903,0,213,7,40,199,9,42,6,4,46,6,1,103,96,5,3,24,18,5,5,116,16,0,0,54,1,5,10,3,0,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/2020,1112,2,246,2,45,198,20,67,2,6,37,11,2,111,94,25,2,45,19,5,2,125,34,0,2,40,4,5,41,0,1,3,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/2020,1139,1,271,9,38,164,25,66,3,6,43,12,0,121,92,18,1,26,28,8,3,125,37,0,1,45,6,3,14,0,1,1,9,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2020,1036,0,268,10,45,190,20,58,9,5,53,7,2,141,123,16,2,37,36,5,2,113,29,0,0,42,3,5,14,1,0,1,11,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/07/2020,845,2,230,7,46,206,27,82,4,6,43,18,2,160,115,8,3,43,26,1,2,128,30,0,1,45,5,1,12,0,1,2,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11/08/2020,788,1,207,3,30,217,10,65,1,8,40,9,3,138,93,8,4,43,20,3,3,113,32,0,4,42,5,7,18,1,1,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/09/2020,1545,0,217,5,41,206,9,57,8,3,48,17,1,125,117,5,2,31,27,6,0,130,31,0,2,53,9,1,17,1,0,3,9,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2020,1598,1,249,13,55,167,13,60,3,3,41,11,1,111,108,38,2,23,23,5,2,120,42,0,3,31,6,1,13,4,2,4,1,2,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2020,1538,1,234,9,33,183,14,59,3,6,57,11,3,96,103,28,3,32,29,6,4,117,36,0,2,38,3,3,14,1,1,5,8,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2020,1501,1,233,8,30,157,16,49,3,4,55,12,6,88,108,45,5,35,27,3,3,107,28,2,1,36,2,6,12,2,0,4,5,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/2020,1494,0,240,8,25,193,26,34,8,12,49,11,1,107,108,41,0,38,24,3,1,104,39,1,0,42,3,6,15,0,1,5,7,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2020,1026,1,234,4,43,153,18,70,1,6,43,4,2,126,91,19,3,35,16,1,1,125,31,0,2,41,7,3,6,1,1,1,8,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2020,896,1,201,6,35,163,16,54,2,8,28,10,2,126,95,5,0,39,14,0,2,122,35,0,0,40,1,2,10,0,0,1,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/16/2020,1832,1,252,8,36,188,14,40,8,5,66,10,2,91,95,19,1,37,28,6,1,107,40,1,3,40,5,0,15,0,1,3,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/2020,1729,1,231,15,37,177,20,41,2,4,33,6,1,111,101,33,3,41,19,0,1,121,27,0,3,34,4,7,11,1,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11/18/2020,1753,0,220,11,28,154,19,39,5,4,43,9,1,95,95,48,5,31,12,2,0,118,22,0,0,48,12,7,15,3,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11/19/2020,1857,0,235,10,23,176,17,48,4,5,48,9,2,87,98,31,1,35,26,4,2,115,20,0,1,49,6,3,14,0,1,5,9,5,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/2020,1773,2,252,9,29,180,25,57,5,7,43,10,1,109,93,45,2,36,21,5,0,113,33,0,1,36,10,7,16,1,3,8,14,1,28,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2020,1291,4,230,9,38,175,20,52,2,7,41,10,0,138,95,23,3,45,22,1,1,137,24,0,0,44,3,5,23,0,1,2,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/2020,1148,2,210,7,43,193,15,56,2,4,38,10,2,131,70,11,4,38,15,1,1,115,29,0,1,44,6,3,11,2,0,3,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2020,2315,0,234,7,35,170,9,45,6,3,50,6,4,105,109,15,1,36,23,4,0,133,29,0,1,39,4,3,12,1,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2020,2072,1,202,17,43,179,21,38,2,5,49,6,1,104,91,37,2,32,30,1,4,112,32,0,1,43,11,1,14,1,1,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11/25/2020,2369,0,259,19,43,178,19,63,6,5,53,7,3,114,99,17,1,44,16,0,2,127,33,0,5,29,12,2,6,1,2,4,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/2020,807,0,145,3,23,145,9,64,4,6,37,12,2,121,65,3,1,30,14,2,1,116,19,0,1,29,0,4,6,0,0,1,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/2020,2296,0,255,6,50,164,19,65,3,6,51,6,3,165,120,20,2,34,20,4,3,110,30,0,2,26,6,2,17,1,0,3,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11/28/2020,1786,1,256,10,34,180,23,62,2,5,39,12,4,122,74,13,1,36,22,7,2,146,29,0,2,28,3,3,14,1,1,2,11,6,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2020,1728,0,203,6,45,202,9,61,3,4,35,14,5,130,81,5,8,38,13,2,4,121,28,0,3,46,6,0,12,1,2,3,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2020,2802,0,277,3,44,175,10,42,3,5,53,11,1,100,109,9,0,25,20,3,3,111,25,0,2,55,5,0,11,0,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2020,3137,0,268,18,31,186,23,42,9,6,47,15,0,89,92,42,3,33,11,3,1,135,20,1,2,40,11,7,21,2,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2020,3007,1,244,22,44,158,22,52,6,4,40,5,4,112,84,38,2,33,14,3,1,112,22,2,3,36,11,2,12,1,2,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,2876,0,235,13,31,165,24,46,9,4,49,9,4,99,96,45,1,30,15,8,1,138,33,0,3,37,7,3,20,0,1,6,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/04/2020,2809,0,243,16,37,169,17,59,8,6,48,7,2,108,111,39,4,27,20,3,0,116,35,0,3,38,8,4,22,0,1,1,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/05/2020,1884,0,224,13,36,181,13,47,5,3,47,10,2,119,72,16,4,41,20,5,2,112,28,0,1,36,3,6,16,0,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/06/2020,1754,2,203,10,33,141,17,39,3,4,34,7,2,133,81,7,7,29,19,1,1,109,26,0,2,37,5,1,15,0,1,2,7,4,0,0,0,2,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12/07/2020,3302,1,250,10,53,183,9,45,9,5,45,6,3,96,68,21,1,35,17,4,1,95,27,0,0,43,6,0,10,2,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/08/2020,3060,0,248,18,30,178,15,44,2,4,23,12,1,94,81,43,1,30,20,2,2,95,23,0,1,51,9,2,20,0,2,5,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/09/2020,3107,0,241,19,32,149,17,49,4,10,38,8,2,85,77,35,3,44,15,3,2,96,33,0,0,34,14,3,15,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2020,3149,1,244,24,28,150,23,44,1,8,60,8,2,105,104,42,2,31,21,2,1,100,25,0,0,40,13,6,9,1,0,5,5,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2020,2978,1,238,13,36,170,32,64,2,4,52,15,5,137,87,40,2,40,23,3,1,113,43,1,0,39,11,4,19,1,3,2,8,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2020,2206,2,211,18,48,163,28,68,7,8,55,8,1,116,62,23,1,45,24,1,1,112,30,0,1,37,7,4,16,1,0,2,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2020,2176,0,207,8,57,161,18,58,2,9,33,11,2,137,83,8,5,45,14,4,2,120,22,0,3,34,5,7,13,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2020,3577,2,243,16,39,173,8,43,4,6,38,6,1,83,77,7,2,20,11,2,2,92,17,1,1,28,1,4,13,0,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2020,3679,2,227,11,49,152,21,44,4,2,45,7,3,82,76,41,1,21,16,1,3,86,25,0,1,26,18,4,17,0,1,5,8,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/2020,2783,0,214,4,38,143,6,37,3,13,45,6,1,90,64,13,1,21,17,3,1,87,29,0,0,36,2,3,11,1,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/2020,1924,0,161,8,22,131,9,30,3,3,22,10,0,86,56,15,0,24,8,2,1,84,15,0,2,28,4,2,8,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/2020,3428,0,224,11,40,151,11,47,3,4,48,8,1,91,71,34,3,32,17,2,4,66,18,0,3,36,17,3,14,2,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/2020,2555,1,194,12,40,157,13,53,3,4,48,12,3,130,81,17,2,21,11,1,0,100,21,0,0,43,11,1,13,1,1,3,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/2020,2348,0,192,4,41,153,6,69,1,0,39,9,2,144,61,18,2,29,14,2,1,79,23,0,1,28,4,4,9,1,0,0,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/2020,4335,2,219,10,32,171,11,41,6,4,36,6,0,81,74,14,2,27,17,4,1,85,13,0,2,27,6,2,15,0,1,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,4097,2,222,7,35,170,20,38,4,3,52,6,1,104,78,14,1,24,16,4,5,122,19,1,4,44,4,3,11,1,2,2,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/2020,3844,2,197,16,45,163,15,44,1,5,49,14,2,124,70,16,1,35,35,1,5,97,23,1,2,30,7,4,13,0,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/2020,3014,0,200,4,28,179,8,45,2,4,45,5,2,117,60,4,2,29,24,2,1,116,20,0,1,24,0,2,12,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/2020,1046,0,105,2,29,145,7,65,1,1,44,9,0,126,40,0,1,28,8,0,0,114,12,0,1,39,2,0,6,0,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/2020,3454,2,173,10,31,133,12,50,0,6,31,7,0,119,61,3,0,28,15,2,3,141,22,0,4,33,5,4,11,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/2020,2886,2,147,8,34,145,8,47,3,8,30,7,5,104,47,5,1,32,6,5,1,82,22,0,2,32,5,2,12,2,0,1,15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/28/2020,5387,1,191,8,43,171,15,41,5,7,42,5,0,93,59,13,1,23,13,2,3,103,20,0,2,35,5,0,18,2,0,2,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/2020,5204,2,178,13,30,148,20,39,2,6,34,6,2,88,65,28,1,33,19,1,2,88,19,2,1,31,7,2,14,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/2020,4984,1,149,24,34,154,18,38,2,3,25,1,0,133,56,22,0,26,11,3,4,85,18,1,0,33,10,3,14,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2020,3389,1,93,6,40,113,20,38,3,2,25,3,0,100,27,12,1,17,26,2,3,55,21,0,1,15,0,2,10,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
