Date,Total Covid Cases,MURDER & NON-NEGL. MANSLAUGHTER,DANGEROUS WEAPONS,PETIT LARCENY,ROBBERY,HARRASSMENT 2,OFFENSES AGAINST PUBLIC ADMINI,ASSAULT 3 & RELATED OFFENSES,FELONY ASSAULT,SEX CRIMES,GRAND LARCENY,CRIMINAL MISCHIEF & RELATED OF,OFFENSES INVOLVING FRAUD,BURGLARY,OFFENSES AGAINST THE PERSON,GRAND LARCENY OF MOTOR VEHICLE,INTOXICATED & IMPAIRED DRIVING,MISCELLANEOUS PENAL LAW,OTHER OFFENSES RELATED TO THEF,RAPE,THEFT-FRAUD,OFF. AGNST PUB ORD SENSBLTY &,DANGEROUS DRUGS,VEHICLE AND TRAFFIC LAWS,FORGERY,UNAUTHORIZED USE OF A VEHICLE,CRIMINAL TRESPASS,PETIT LARCENY OF MOTOR VEHICLE,POSSESSION OF STOLEN PROPERTY,FRAUDS,OTHER STATE LAWS (NON PENAL LA,ARSON,BURGLAR'S TOOLS,KIDNAPPING & RELATED OFFENSES,NYS LAWS-UNCLASSIFIED FELONY,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",THEFT OF SERVICES,ADMINISTRATIVE CODE,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,GAMBLING,FRAUDULENT ACCOSTING,NYS LAWS-UNCLASSIFIED VIOLATION,OFFENSES AGAINST PUBLIC SAFETY,CHILD ABANDONMENT/NON SUPPORT,ENDAN WELFARE INCOMP,FELONY SEX CRIMES,PROSTITUTION & RELATED OFFENSES,ALCOHOLIC BEVERAGE CONTROL LAW,DISORDERLY CONDUCT,ANTICIPATORY OFFENSES,JOSTLING,HOMICIDE-NEGLIGENT-VEHICLE,"LOITERING/GAMBLING (CARDS, DIC",ESCAPE 3,KIDNAPPING,OFFENSES RELATED TO CHILDREN,OTHER STATE LAWS,DISRUPTION OF A RELIGIOUS SERV,OTHER STATE LAWS (NON PENAL LAW),INTOXICATED/IMPAIRED DRIVING,OFFENSES AGAINST MARRIAGE UNCL,NEW YORK CITY HEALTH CODE
06/28/2021,205,1,6,251,46,205,12,153,64,29,103,119,9,38,2,52,3,33,3,3,7,58,8,23,7,6,5,2,2,2,0,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/29/2021,212,0,16,236,45,222,23,143,64,14,84,119,4,27,3,31,4,39,1,3,8,39,18,22,11,0,3,0,5,4,0,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
06/30/2021,223,0,23,246,32,208,18,144,69,9,98,108,8,36,3,26,4,45,1,4,8,40,16,24,15,2,3,0,4,2,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/01/2021,204,1,19,236,35,219,18,119,67,16,114,160,4,34,3,24,5,42,1,6,9,47,41,12,10,3,6,0,3,3,1,1,1,1,2,0,1,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2021,232,0,9,220,42,220,19,152,73,16,102,122,4,37,5,28,7,40,3,1,10,38,19,27,20,2,5,0,5,1,2,2,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2021,144,1,12,229,34,211,22,140,71,20,89,119,8,36,2,31,12,40,2,8,5,43,9,24,13,3,3,0,2,3,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2021,120,4,23,179,46,209,11,159,90,19,78,143,1,39,10,22,12,46,1,7,2,35,4,34,4,1,5,2,1,3,1,4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/05/2021,185,0,25,225,30,209,22,183,77,19,81,133,2,31,8,32,10,51,1,5,6,57,8,22,8,0,4,1,4,2,0,4,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/2021,360,1,17,247,40,194,20,101,57,11,108,106,8,34,0,28,5,37,0,4,14,49,16,29,16,1,7,0,3,5,0,4,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
07/07/2021,397,2,19,248,45,226,14,128,65,21,85,150,9,33,5,24,6,58,3,0,5,49,29,16,17,6,5,0,2,3,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/08/2021,367,0,18,245,48,231,6,135,67,10,97,121,3,30,4,35,3,44,2,1,2,49,40,23,16,2,2,1,6,6,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/2021,369,0,22,239,34,216,9,135,59,15,105,120,10,32,2,33,2,35,2,5,2,50,19,26,7,1,5,0,0,2,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/10/2021,236,1,11,205,49,230,21,163,58,26,100,111,5,33,2,25,11,23,4,6,6,56,16,26,33,4,4,0,1,2,2,3,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/11/2021,267,4,13,222,51,240,27,158,85,18,98,131,4,35,1,34,12,59,7,0,1,53,3,22,6,0,3,0,2,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/12/2021,473,0,12,235,47,192,20,150,93,10,118,111,3,39,1,25,5,37,2,4,4,57,11,23,5,3,3,0,2,6,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/13/2021,456,0,16,262,28,217,16,140,73,14,108,118,8,43,5,33,3,39,5,2,8,48,22,36,20,3,4,1,8,3,1,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
07/14/2021,544,2,18,245,42,206,13,126,55,11,110,130,12,29,2,25,3,43,4,1,7,58,26,29,13,6,9,1,5,8,2,4,2,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/15/2021,548,1,10,264,29,226,22,153,68,16,106,138,12,33,2,40,5,51,3,1,5,54,44,32,12,4,5,1,2,7,1,0,1,1,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2021,552,2,15,278,48,195,17,140,79,22,131,135,10,34,4,30,6,54,3,3,8,50,21,17,18,2,6,0,2,5,0,4,2,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2021,340,1,17,228,48,226,18,179,70,22,83,136,6,35,0,40,8,58,2,6,3,30,9,23,11,7,1,0,5,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2021,387,2,17,249,43,210,15,134,74,17,78,132,15,30,4,27,5,47,3,7,0,51,5,33,6,4,8,1,4,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/19/2021,805,1,7,247,42,197,11,133,60,15,96,125,8,26,1,33,6,35,2,3,8,60,13,27,16,8,4,0,2,7,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/20/2021,703,0,20,257,27,212,26,145,59,19,112,118,4,42,3,40,4,46,2,1,8,55,18,25,17,2,10,0,4,5,3,1,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2021,890,0,15,251,36,204,15,148,61,21,96,129,9,27,2,29,6,38,3,4,6,48,25,19,12,2,10,1,4,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2021,967,1,19,240,55,214,16,144,66,11,89,145,8,34,6,35,0,44,0,2,5,44,56,24,9,2,10,2,4,1,0,2,0,0,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2021,911,0,24,272,35,205,11,149,60,22,130,132,5,54,4,38,10,39,1,3,4,57,14,25,14,3,9,0,6,4,2,4,0,1,2,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2021,550,2,17,225,49,212,26,172,78,19,99,127,9,33,14,39,13,45,5,5,2,40,9,26,15,0,9,0,6,2,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2021,631,2,12,194,53,202,18,178,78,11,93,116,6,28,10,30,9,45,1,0,4,52,2,20,5,3,7,0,3,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/26/2021,1215,1,8,247,29,199,14,153,73,20,123,114,12,25,4,40,2,38,1,1,4,67,13,25,8,1,8,2,1,3,0,1,3,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/2021,1197,0,17,257,36,188,15,140,52,20,80,126,9,31,4,39,2,39,1,4,8,53,23,21,18,7,4,0,5,8,1,1,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/28/2021,1239,0,17,236,51,211,18,129,71,11,112,140,14,36,2,38,3,39,5,4,11,50,31,21,20,1,6,1,2,9,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/29/2021,1283,0,10,240,35,183,13,129,58,23,118,94,7,39,2,42,1,41,1,3,5,41,42,21,11,3,7,0,3,2,1,1,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/30/2021,1274,2,16,222,32,209,13,136,63,14,114,123,7,34,5,27,4,50,3,4,5,43,16,35,10,5,6,0,4,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/31/2021,846,1,17,225,50,186,17,180,75,15,91,118,8,35,7,34,8,50,0,6,2,33,4,26,3,0,2,0,4,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/01/2021,823,2,11,240,43,207,13,152,81,33,85,147,6,34,1,15,8,43,2,5,6,54,6,19,12,7,4,0,0,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2021,1560,0,11,238,35,225,17,129,63,11,104,115,7,23,2,33,9,49,6,3,7,50,19,20,5,3,7,0,0,4,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2021,1571,4,13,227,34,217,12,137,58,12,103,118,11,34,1,37,5,50,0,2,6,58,16,31,8,4,6,2,5,4,2,2,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/04/2021,1600,4,19,251,28,232,12,123,77,13,101,115,9,31,6,36,3,46,2,2,7,42,34,31,20,1,3,0,7,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/05/2021,1521,1,15,238,31,206,17,120,48,16,100,118,6,32,7,48,5,34,2,6,6,42,76,26,14,2,5,1,4,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/06/2021,1568,1,26,259,39,231,14,156,57,13,121,105,5,45,5,36,7,36,0,6,3,44,19,40,17,2,7,0,4,3,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2021,1141,5,16,215,42,196,25,158,75,15,99,141,11,28,6,31,23,38,2,4,4,34,8,27,11,4,2,0,1,3,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/2021,1065,3,14,225,36,205,14,137,69,10,84,110,9,32,1,24,16,31,2,6,4,39,3,25,10,3,5,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/2021,1883,0,7,237,45,198,15,126,66,19,120,119,5,42,2,27,6,58,0,7,6,48,14,27,10,4,9,0,0,5,0,1,0,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/2021,1660,1,14,243,42,227,18,121,53,14,94,115,10,40,4,30,5,37,2,5,9,53,21,31,10,1,4,0,2,3,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/11/2021,1746,1,13,251,42,225,13,148,71,13,94,122,10,21,4,37,6,40,1,3,6,46,28,25,20,2,6,0,5,5,0,1,0,2,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
08/12/2021,1755,1,19,220,41,224,16,127,72,23,120,113,9,35,5,29,7,48,0,5,3,49,44,29,10,3,5,1,8,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/13/2021,1596,3,14,264,27,235,26,147,80,15,99,132,10,26,4,47,3,49,0,1,5,46,31,30,18,6,3,0,6,1,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/14/2021,1039,3,15,217,42,194,15,167,76,18,104,136,12,25,5,33,7,40,3,4,4,45,10,23,10,4,7,0,7,7,0,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/15/2021,1137,1,16,218,41,201,10,176,73,18,104,120,10,25,3,29,8,56,2,3,2,44,10,28,6,3,3,0,0,4,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/16/2021,1916,1,7,250,36,228,21,124,68,17,99,127,4,30,1,41,6,41,1,1,5,55,12,29,10,2,7,1,2,1,0,6,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
08/17/2021,1734,1,27,229,46,182,12,130,61,16,109,127,8,27,2,35,4,36,2,2,4,41,22,22,16,5,4,0,6,4,2,1,1,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
08/18/2021,1812,2,14,240,36,223,18,134,53,20,116,127,14,31,5,25,5,39,1,2,4,54,34,32,15,2,6,2,2,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
08/19/2021,1682,2,29,247,37,206,17,146,64,13,92,111,10,39,2,26,7,39,1,1,4,50,38,27,9,4,7,1,7,4,1,3,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/20/2021,1548,0,18,239,35,205,21,144,56,16,129,124,4,54,3,33,4,42,3,3,6,53,18,24,14,8,7,0,1,1,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/21/2021,1081,0,17,219,37,225,18,145,71,22,100,134,6,31,8,40,4,44,5,5,2,43,8,29,3,2,6,0,0,2,2,1,1,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/22/2021,715,0,7,180,36,179,14,127,79,13,79,94,5,30,2,24,13,32,2,7,1,45,8,22,7,3,5,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/23/2021,1944,2,13,232,33,201,16,146,65,19,90,123,2,29,1,24,4,38,3,0,10,49,11,19,2,4,6,2,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/24/2021,1826,2,12,232,32,209,22,130,61,14,100,136,4,27,3,35,4,36,0,2,5,42,35,24,5,3,9,0,5,2,1,1,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
08/25/2021,1768,0,18,244,35,213,19,152,66,16,109,124,7,37,2,27,4,44,1,1,8,54,33,21,6,5,6,0,5,8,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/26/2021,1632,2,16,222,37,180,15,148,48,18,118,114,8,28,5,25,2,40,2,2,8,49,30,37,18,4,6,1,6,3,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
08/27/2021,1438,3,11,221,43,226,15,120,77,17,120,114,3,50,3,36,7,32,4,3,4,35,15,28,14,6,4,0,6,5,3,4,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/28/2021,976,2,21,221,48,213,13,177,59,13,105,118,8,36,6,35,10,32,1,2,1,45,8,21,5,4,6,0,2,4,1,3,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/29/2021,979,1,8,226,32,183,8,144,75,24,95,93,8,27,4,26,19,42,3,2,2,39,9,27,5,2,6,1,4,3,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
08/30/2021,1828,1,7,234,35,230,11,146,72,19,119,138,2,30,3,38,4,49,0,1,4,49,15,18,8,3,3,0,3,6,1,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/31/2021,1617,5,8,215,32,216,19,140,62,14,95,157,7,25,3,34,5,32,0,5,5,46,22,30,16,1,4,0,3,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/01/2021,1551,2,15,228,37,180,18,105,49,15,111,118,1,29,0,38,7,31,2,3,6,54,17,23,14,5,3,1,3,3,1,0,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2021,1425,0,21,223,32,180,16,117,69,11,95,126,4,21,6,38,8,28,2,0,2,43,29,32,7,3,12,0,3,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2021,1411,3,20,234,29,179,12,126,75,13,120,140,10,36,3,38,5,46,0,3,5,38,25,21,8,3,4,0,3,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/04/2021,901,3,20,198,36,199,17,160,89,20,111,105,4,30,10,37,17,51,2,1,1,43,33,29,4,1,7,1,5,3,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/05/2021,944,3,21,200,46,204,9,158,81,15,83,120,7,32,1,32,13,39,3,1,3,49,6,21,8,1,6,0,1,2,1,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/06/2021,940,1,11,202,42,233,12,133,88,11,101,110,2,24,5,37,11,44,0,2,1,32,5,16,11,1,2,1,5,1,2,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
09/07/2021,1559,2,20,245,48,196,18,119,64,17,89,113,9,32,1,35,6,36,0,6,7,63,24,18,12,2,1,1,5,2,0,4,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/08/2021,1581,0,20,242,37,204,18,107,75,17,112,93,9,29,5,25,5,35,0,2,3,52,30,25,10,2,3,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/2021,1707,1,12,233,40,199,15,128,51,14,98,105,8,35,1,34,5,30,0,3,6,55,27,16,14,3,2,2,8,1,0,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2021,1537,2,14,235,41,199,20,138,57,7,126,124,11,49,3,30,5,32,0,3,4,51,12,34,12,2,4,0,3,5,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/11/2021,1032,3,19,206,43,218,14,190,87,9,104,118,4,36,6,17,9,39,3,2,5,34,10,32,9,2,2,0,5,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/12/2021,1207,4,12,196,50,232,20,184,81,17,94,116,6,28,5,29,10,38,2,0,2,46,8,31,10,5,6,0,4,2,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/13/2021,1723,2,9,236,39,234,17,144,66,11,119,126,6,38,2,32,8,33,1,1,3,51,15,28,8,5,6,0,5,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
09/14/2021,1635,0,16,267,39,219,17,142,58,15,120,134,6,38,0,30,2,39,1,4,7,43,24,27,13,1,7,0,2,3,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/15/2021,1604,2,18,246,43,227,14,159,86,17,100,120,13,38,2,32,4,40,1,5,4,45,30,34,13,4,6,0,6,3,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/16/2021,1384,2,16,254,38,221,23,152,58,23,97,132,6,45,1,35,5,45,1,2,3,61,33,13,15,3,5,1,4,6,0,0,0,0,0,0,1,0,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/17/2021,1518,0,19,251,40,248,39,168,57,17,132,129,3,48,4,33,15,58,1,2,3,58,27,30,6,2,4,0,3,2,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/18/2021,945,2,18,226,52,223,14,159,77,19,100,127,11,35,8,33,12,44,2,6,4,47,14,30,8,4,9,0,2,4,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/19/2021,1051,1,10,199,43,197,21,195,82,18,92,117,4,36,3,24,6,41,2,3,1,48,4,26,5,3,8,0,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/20/2021,1632,3,13,233,34,239,13,151,56,14,104,120,4,44,1,27,6,44,2,3,6,53,6,18,5,3,5,0,1,2,2,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/21/2021,1282,0,14,272,29,209,16,138,70,9,114,112,7,43,6,28,3,40,0,1,6,50,34,30,8,2,6,1,4,4,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/22/2021,1402,0,24,242,57,274,11,142,66,11,109,129,6,33,3,28,4,31,3,5,4,39,32,17,16,2,2,2,4,3,1,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/23/2021,1274,1,14,263,39,226,16,173,65,11,89,156,8,44,1,35,0,26,0,1,0,44,34,20,6,2,6,1,4,2,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/24/2021,1215,2,17,262,56,215,22,149,73,12,114,113,6,47,4,37,7,39,2,2,1,38,17,33,14,1,6,1,4,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/25/2021,802,0,14,230,42,209,16,172,87,15,101,128,5,34,6,43,11,48,3,2,5,31,15,32,4,1,5,0,3,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/26/2021,849,1,12,192,49,198,11,166,82,18,109,141,6,30,3,29,10,41,1,1,3,40,11,25,6,3,3,1,4,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/27/2021,1373,0,17,247,44,207,21,155,68,6,111,106,6,36,3,34,6,48,0,2,4,45,13,26,3,3,5,1,5,6,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/28/2021,1108,2,13,243,44,205,10,155,62,13,80,90,10,37,1,29,7,41,4,0,6,43,23,20,10,3,0,0,11,5,1,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/29/2021,1087,4,16,192,46,201,12,165,53,14,76,93,8,31,2,29,6,37,3,0,2,34,31,29,13,2,4,0,6,2,0,0,2,2,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/30/2021,1125,2,14,144,42,175,10,103,44,8,47,64,8,19,4,15,3,36,1,2,0,29,20,23,9,3,5,0,5,2,1,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
